split,filename,object_index,class_name,source_image_path,crop_path,xmin,ymin,xmax,ymax,padded_xmin,padded_ymin,padded_xmax,padded_ymax,crop_width,crop_height
train,patches_227.jpg,0,patches,C:\NEU-DET\train\images\patches\patches_227.jpg,C:\NEU-DET\crops\train\patches\patches_227_obj00_patches.jpg,1,66,84,193,0,61,89,198,89,137
train,patches_227.jpg,1,patches,C:\NEU-DET\train\images\patches\patches_227.jpg,C:\NEU-DET\crops\train\patches\patches_227_obj01_patches.jpg,93,101,160,149,88,96,165,154,77,58
train,patches_227.jpg,2,patches,C:\NEU-DET\train\images\patches\patches_227.jpg,C:\NEU-DET\crops\train\patches\patches_227_obj02_patches.jpg,98,1,163,94,93,0,168,99,75,99
train,patches_227.jpg,3,patches,C:\NEU-DET\train\images\patches\patches_227.jpg,C:\NEU-DET\crops\train\patches\patches_227_obj03_patches.jpg,7,1,101,29,2,0,106,34,104,34
train,patches_227.jpg,4,inclusion,C:\NEU-DET\train\images\patches\patches_227.jpg,C:\NEU-DET\crops\train\inclusion\patches_227_obj04_inclusion.jpg,166,164,194,188,161,159,199,193,38,34
train,patches_228.jpg,0,patches,C:\NEU-DET\train\images\patches\patches_228.jpg,C:\NEU-DET\crops\train\patches\patches_228_obj00_patches.jpg,13,110,70,176,8,105,75,181,67,76
train,patches_228.jpg,1,patches,C:\NEU-DET\train\images\patches\patches_228.jpg,C:\NEU-DET\crops\train\patches\patches_228_obj01_patches.jpg,79,12,160,198,74,7,165,200,91,193
train,patches_229.jpg,0,patches,C:\NEU-DET\train\images\patches\patches_229.jpg,C:\NEU-DET\crops\train\patches\patches_229_obj00_patches.jpg,70,6,166,190,65,1,171,195,106,194
train,patches_229.jpg,1,patches,C:\NEU-DET\train\images\patches\patches_229.jpg,C:\NEU-DET\crops\train\patches\patches_229_obj01_patches.jpg,1,1,61,29,0,0,66,34,66,34
train,patches_229.jpg,2,patches,C:\NEU-DET\train\images\patches\patches_229.jpg,C:\NEU-DET\crops\train\patches\patches_229_obj02_patches.jpg,175,134,200,200,170,129,200,200,30,71
train,patches_23.jpg,0,patches,C:\NEU-DET\train\images\patches\patches_23.jpg,C:\NEU-DET\crops\train\patches\patches_23_obj00_patches.jpg,90,1,157,198,85,0,162,200,77,200
train,patches_230.jpg,0,patches,C:\NEU-DET\train\images\patches\patches_230.jpg,C:\NEU-DET\crops\train\patches\patches_230_obj00_patches.jpg,56,1,151,198,51,0,156,200,105,200
train,patches_230.jpg,1,patches,C:\NEU-DET\train\images\patches\patches_230.jpg,C:\NEU-DET\crops\train\patches\patches_230_obj01_patches.jpg,1,139,25,200,0,134,30,200,30,66
train,patches_230.jpg,2,patches,C:\NEU-DET\train\images\patches\patches_230.jpg,C:\NEU-DET\crops\train\patches\patches_230_obj02_patches.jpg,1,24,25,97,0,19,30,102,30,83
train,patches_230.jpg,3,patches,C:\NEU-DET\train\images\patches\patches_230.jpg,C:\NEU-DET\crops\train\patches\patches_230_obj03_patches.jpg,123,148,159,200,118,143,164,200,46,57
train,patches_230.jpg,4,inclusion,C:\NEU-DET\train\images\patches\patches_230.jpg,C:\NEU-DET\crops\train\inclusion\patches_230_obj04_inclusion.jpg,146,53,177,109,141,48,182,114,41,66
train,patches_231.jpg,0,patches,C:\NEU-DET\train\images\patches\patches_231.jpg,C:\NEU-DET\crops\train\patches\patches_231_obj00_patches.jpg,1,1,63,69,0,0,68,74,68,74
train,patches_231.jpg,1,patches,C:\NEU-DET\train\images\patches\patches_231.jpg,C:\NEU-DET\crops\train\patches\patches_231_obj01_patches.jpg,64,1,149,130,59,0,154,135,95,135
train,patches_231.jpg,2,patches,C:\NEU-DET\train\images\patches\patches_231.jpg,C:\NEU-DET\crops\train\patches\patches_231_obj02_patches.jpg,65,143,124,185,60,138,129,190,69,52
train,patches_231.jpg,3,patches,C:\NEU-DET\train\images\patches\patches_231.jpg,C:\NEU-DET\crops\train\patches\patches_231_obj03_patches.jpg,1,115,44,200,0,110,49,200,49,90
train,patches_231.jpg,4,patches,C:\NEU-DET\train\images\patches\patches_231.jpg,C:\NEU-DET\crops\train\patches\patches_231_obj04_patches.jpg,179,127,200,160,174,122,200,165,26,43
train,patches_231.jpg,5,patches,C:\NEU-DET\train\images\patches\patches_231.jpg,C:\NEU-DET\crops\train\patches\patches_231_obj05_patches.jpg,83,1,161,37,78,0,166,42,88,42
train,patches_232.jpg,0,patches,C:\NEU-DET\train\images\patches\patches_232.jpg,C:\NEU-DET\crops\train\patches\patches_232_obj00_patches.jpg,14,41,63,80,9,36,68,85,59,49
train,patches_232.jpg,1,patches,C:\NEU-DET\train\images\patches\patches_232.jpg,C:\NEU-DET\crops\train\patches\patches_232_obj01_patches.jpg,103,12,146,80,98,7,151,85,53,78
train,patches_232.jpg,2,patches,C:\NEU-DET\train\images\patches\patches_232.jpg,C:\NEU-DET\crops\train\patches\patches_232_obj02_patches.jpg,37,163,85,199,32,158,90,200,58,42
train,patches_232.jpg,3,patches,C:\NEU-DET\train\images\patches\patches_232.jpg,C:\NEU-DET\crops\train\patches\patches_232_obj03_patches.jpg,113,66,185,115,108,61,190,120,82,59
train,patches_232.jpg,4,patches,C:\NEU-DET\train\images\patches\patches_232.jpg,C:\NEU-DET\crops\train\patches\patches_232_obj04_patches.jpg,1,1,40,25,0,0,45,30,45,30
train,patches_232.jpg,5,patches,C:\NEU-DET\train\images\patches\patches_232.jpg,C:\NEU-DET\crops\train\patches\patches_232_obj05_patches.jpg,71,130,141,169,66,125,146,174,80,49
train,patches_233.jpg,0,patches,C:\NEU-DET\train\images\patches\patches_233.jpg,C:\NEU-DET\crops\train\patches\patches_233_obj00_patches.jpg,68,12,169,153,63,7,174,158,111,151
train,patches_233.jpg,1,patches,C:\NEU-DET\train\images\patches\patches_233.jpg,C:\NEU-DET\crops\train\patches\patches_233_obj01_patches.jpg,26,127,111,186,21,122,116,191,95,69
train,patches_234.jpg,0,patches,C:\NEU-DET\train\images\patches\patches_234.jpg,C:\NEU-DET\crops\train\patches\patches_234_obj00_patches.jpg,9,1,80,94,4,0,85,99,81,99
train,patches_234.jpg,1,patches,C:\NEU-DET\train\images\patches\patches_234.jpg,C:\NEU-DET\crops\train\patches\patches_234_obj01_patches.jpg,15,107,83,146,10,102,88,151,78,49
train,patches_234.jpg,2,patches,C:\NEU-DET\train\images\patches\patches_234.jpg,C:\NEU-DET\crops\train\patches\patches_234_obj02_patches.jpg,126,72,189,121,121,67,194,126,73,59
train,patches_234.jpg,3,patches,C:\NEU-DET\train\images\patches\patches_234.jpg,C:\NEU-DET\crops\train\patches\patches_234_obj03_patches.jpg,12,157,75,199,7,152,80,200,73,48
train,patches_235.jpg,0,patches,C:\NEU-DET\train\images\patches\patches_235.jpg,C:\NEU-DET\crops\train\patches\patches_235_obj00_patches.jpg,12,71,68,123,7,66,73,128,66,62
train,patches_235.jpg,1,patches,C:\NEU-DET\train\images\patches\patches_235.jpg,C:\NEU-DET\crops\train\patches\patches_235_obj01_patches.jpg,107,1,177,140,102,0,182,145,80,145
train,patches_235.jpg,2,patches,C:\NEU-DET\train\images\patches\patches_235.jpg,C:\NEU-DET\crops\train\patches\patches_235_obj02_patches.jpg,91,128,179,200,86,123,184,200,98,77
train,patches_236.jpg,0,patches,C:\NEU-DET\train\images\patches\patches_236.jpg,C:\NEU-DET\crops\train\patches\patches_236_obj00_patches.jpg,3,76,79,192,0,71,84,197,84,126
train,patches_236.jpg,1,patches,C:\NEU-DET\train\images\patches\patches_236.jpg,C:\NEU-DET\crops\train\patches\patches_236_obj01_patches.jpg,124,79,192,195,119,74,197,200,78,126
train,patches_236.jpg,2,patches,C:\NEU-DET\train\images\patches\patches_236.jpg,C:\NEU-DET\crops\train\patches\patches_236_obj02_patches.jpg,132,1,190,86,127,0,195,91,68,91
train,patches_237.jpg,0,patches,C:\NEU-DET\train\images\patches\patches_237.jpg,C:\NEU-DET\crops\train\patches\patches_237_obj00_patches.jpg,4,18,73,146,0,13,78,151,78,138
train,patches_237.jpg,1,patches,C:\NEU-DET\train\images\patches\patches_237.jpg,C:\NEU-DET\crops\train\patches\patches_237_obj01_patches.jpg,1,149,74,200,0,144,79,200,79,56
train,patches_237.jpg,2,patches,C:\NEU-DET\train\images\patches\patches_237.jpg,C:\NEU-DET\crops\train\patches\patches_237_obj02_patches.jpg,106,8,177,196,101,3,182,200,81,197
train,patches_238.jpg,0,patches,C:\NEU-DET\train\images\patches\patches_238.jpg,C:\NEU-DET\crops\train\patches\patches_238_obj00_patches.jpg,61,62,122,151,56,57,127,156,71,99
train,patches_238.jpg,1,patches,C:\NEU-DET\train\images\patches\patches_238.jpg,C:\NEU-DET\crops\train\patches\patches_238_obj01_patches.jpg,51,1,124,52,46,0,129,57,83,57
train,patches_239.jpg,0,patches,C:\NEU-DET\train\images\patches\patches_239.jpg,C:\NEU-DET\crops\train\patches\patches_239_obj00_patches.jpg,97,32,162,142,92,27,167,147,75,120
train,patches_239.jpg,1,patches,C:\NEU-DET\train\images\patches\patches_239.jpg,C:\NEU-DET\crops\train\patches\patches_239_obj01_patches.jpg,20,118,72,153,15,113,77,158,62,45
train,patches_24.jpg,0,patches,C:\NEU-DET\train\images\patches\patches_24.jpg,C:\NEU-DET\crops\train\patches\patches_24_obj00_patches.jpg,1,14,37,200,0,9,42,200,42,191
train,patches_24.jpg,1,patches,C:\NEU-DET\train\images\patches\patches_24.jpg,C:\NEU-DET\crops\train\patches\patches_24_obj01_patches.jpg,135,10,185,76,130,5,190,81,60,76
train,patches_24.jpg,2,patches,C:\NEU-DET\train\images\patches\patches_24.jpg,C:\NEU-DET\crops\train\patches\patches_24_obj02_patches.jpg,155,96,198,142,150,91,200,147,50,56
train,patches_240.jpg,0,patches,C:\NEU-DET\train\images\patches\patches_240.jpg,C:\NEU-DET\crops\train\patches\patches_240_obj00_patches.jpg,120,126,192,187,115,121,197,192,82,71
train,patches_25.jpg,0,patches,C:\NEU-DET\train\images\patches\patches_25.jpg,C:\NEU-DET\crops\train\patches\patches_25_obj00_patches.jpg,8,1,104,37,3,0,109,42,106,42
train,patches_25.jpg,1,patches,C:\NEU-DET\train\images\patches\patches_25.jpg,C:\NEU-DET\crops\train\patches\patches_25_obj01_patches.jpg,103,1,168,63,98,0,173,68,75,68
train,patches_25.jpg,2,patches,C:\NEU-DET\train\images\patches\patches_25.jpg,C:\NEU-DET\crops\train\patches\patches_25_obj02_patches.jpg,112,66,198,196,107,61,200,200,93,139
train,patches_25.jpg,3,patches,C:\NEU-DET\train\images\patches\patches_25.jpg,C:\NEU-DET\crops\train\patches\patches_25_obj03_patches.jpg,36,128,71,162,31,123,76,167,45,44
train,patches_26.jpg,0,patches,C:\NEU-DET\train\images\patches\patches_26.jpg,C:\NEU-DET\crops\train\patches\patches_26_obj00_patches.jpg,80,11,189,143,75,6,194,148,119,142
train,patches_26.jpg,1,patches,C:\NEU-DET\train\images\patches\patches_26.jpg,C:\NEU-DET\crops\train\patches\patches_26_obj01_patches.jpg,136,153,185,195,131,148,190,200,59,52
train,patches_26.jpg,2,patches,C:\NEU-DET\train\images\patches\patches_26.jpg,C:\NEU-DET\crops\train\patches\patches_26_obj02_patches.jpg,1,132,51,200,0,127,56,200,56,73
train,patches_26.jpg,3,patches,C:\NEU-DET\train\images\patches\patches_26.jpg,C:\NEU-DET\crops\train\patches\patches_26_obj03_patches.jpg,2,3,70,129,0,0,75,134,75,134
train,patches_27.jpg,0,patches,C:\NEU-DET\train\images\patches\patches_27.jpg,C:\NEU-DET\crops\train\patches\patches_27_obj00_patches.jpg,12,46,116,152,7,41,121,157,114,116
train,patches_27.jpg,1,patches,C:\NEU-DET\train\images\patches\patches_27.jpg,C:\NEU-DET\crops\train\patches\patches_27_obj01_patches.jpg,136,74,198,122,131,69,200,127,69,58
train,patches_27.jpg,2,patches,C:\NEU-DET\train\images\patches\patches_27.jpg,C:\NEU-DET\crops\train\patches\patches_27_obj02_patches.jpg,58,10,105,49,53,5,110,54,57,49
train,patches_28.jpg,0,patches,C:\NEU-DET\train\images\patches\patches_28.jpg,C:\NEU-DET\crops\train\patches\patches_28_obj00_patches.jpg,7,91,89,200,2,86,94,200,92,114
train,patches_28.jpg,1,patches,C:\NEU-DET\train\images\patches\patches_28.jpg,C:\NEU-DET\crops\train\patches\patches_28_obj01_patches.jpg,113,141,195,199,108,136,200,200,92,64
train,patches_28.jpg,2,patches,C:\NEU-DET\train\images\patches\patches_28.jpg,C:\NEU-DET\crops\train\patches\patches_28_obj02_patches.jpg,25,1,84,54,20,0,89,59,69,59
train,patches_29.jpg,0,patches,C:\NEU-DET\train\images\patches\patches_29.jpg,C:\NEU-DET\crops\train\patches\patches_29_obj00_patches.jpg,60,1,133,88,55,0,138,93,83,93
train,patches_29.jpg,1,patches,C:\NEU-DET\train\images\patches\patches_29.jpg,C:\NEU-DET\crops\train\patches\patches_29_obj01_patches.jpg,71,100,131,179,66,95,136,184,70,89
train,patches_29.jpg,2,patches,C:\NEU-DET\train\images\patches\patches_29.jpg,C:\NEU-DET\crops\train\patches\patches_29_obj02_patches.jpg,1,1,49,104,0,0,54,109,54,109
train,patches_3.jpg,0,patches,C:\NEU-DET\train\images\patches\patches_3.jpg,C:\NEU-DET\crops\train\patches\patches_3_obj00_patches.jpg,4,101,48,193,0,96,53,198,53,102
train,patches_3.jpg,1,patches,C:\NEU-DET\train\images\patches\patches_3.jpg,C:\NEU-DET\crops\train\patches\patches_3_obj01_patches.jpg,80,64,128,181,75,59,133,186,58,127
train,patches_3.jpg,2,patches,C:\NEU-DET\train\images\patches\patches_3.jpg,C:\NEU-DET\crops\train\patches\patches_3_obj02_patches.jpg,130,120,171,197,125,115,176,200,51,85
train,patches_3.jpg,3,patches,C:\NEU-DET\train\images\patches\patches_3.jpg,C:\NEU-DET\crops\train\patches\patches_3_obj03_patches.jpg,153,1,199,102,148,0,200,107,52,107
train,patches_3.jpg,4,patches,C:\NEU-DET\train\images\patches\patches_3.jpg,C:\NEU-DET\crops\train\patches\patches_3_obj04_patches.jpg,6,15,46,90,1,10,51,95,50,85
train,patches_3.jpg,5,patches,C:\NEU-DET\train\images\patches\patches_3.jpg,C:\NEU-DET\crops\train\patches\patches_3_obj05_patches.jpg,69,1,106,22,64,0,111,27,47,27
train,patches_30.jpg,0,patches,C:\NEU-DET\train\images\patches\patches_30.jpg,C:\NEU-DET\crops\train\patches\patches_30_obj00_patches.jpg,36,38,128,189,31,33,133,194,102,161
train,patches_30.jpg,1,patches,C:\NEU-DET\train\images\patches\patches_30.jpg,C:\NEU-DET\crops\train\patches\patches_30_obj01_patches.jpg,176,1,200,38,171,0,200,43,29,43
train,patches_31.jpg,0,patches,C:\NEU-DET\train\images\patches\patches_31.jpg,C:\NEU-DET\crops\train\patches\patches_31_obj00_patches.jpg,58,63,130,185,53,58,135,190,82,132
train,patches_31.jpg,1,patches,C:\NEU-DET\train\images\patches\patches_31.jpg,C:\NEU-DET\crops\train\patches\patches_31_obj01_patches.jpg,137,104,189,176,132,99,194,181,62,82
train,patches_32.jpg,0,patches,C:\NEU-DET\train\images\patches\patches_32.jpg,C:\NEU-DET\crops\train\patches\patches_32_obj00_patches.jpg,31,85,105,151,26,80,110,156,84,76
train,patches_32.jpg,1,patches,C:\NEU-DET\train\images\patches\patches_32.jpg,C:\NEU-DET\crops\train\patches\patches_32_obj01_patches.jpg,106,111,150,154,101,106,155,159,54,53
train,patches_32.jpg,2,patches,C:\NEU-DET\train\images\patches\patches_32.jpg,C:\NEU-DET\crops\train\patches\patches_32_obj02_patches.jpg,108,44,164,111,103,39,169,116,66,77
train,patches_33.jpg,0,patches,C:\NEU-DET\train\images\patches\patches_33.jpg,C:\NEU-DET\crops\train\patches\patches_33_obj00_patches.jpg,73,1,134,77,68,0,139,82,71,82
train,patches_33.jpg,1,patches,C:\NEU-DET\train\images\patches\patches_33.jpg,C:\NEU-DET\crops\train\patches\patches_33_obj01_patches.jpg,67,121,128,168,62,116,133,173,71,57
train,patches_33.jpg,2,patches,C:\NEU-DET\train\images\patches\patches_33.jpg,C:\NEU-DET\crops\train\patches\patches_33_obj02_patches.jpg,79,170,124,198,74,165,129,200,55,35
train,patches_34.jpg,0,patches,C:\NEU-DET\train\images\patches\patches_34.jpg,C:\NEU-DET\crops\train\patches\patches_34_obj00_patches.jpg,58,101,102,158,53,96,107,163,54,67
train,patches_34.jpg,1,patches,C:\NEU-DET\train\images\patches\patches_34.jpg,C:\NEU-DET\crops\train\patches\patches_34_obj01_patches.jpg,47,45,100,95,42,40,105,100,63,60
train,patches_34.jpg,2,patches,C:\NEU-DET\train\images\patches\patches_34.jpg,C:\NEU-DET\crops\train\patches\patches_34_obj02_patches.jpg,145,123,191,167,140,118,196,172,56,54
train,patches_35.jpg,0,patches,C:\NEU-DET\train\images\patches\patches_35.jpg,C:\NEU-DET\crops\train\patches\patches_35_obj00_patches.jpg,44,2,93,60,39,0,98,65,59,65
train,patches_35.jpg,1,patches,C:\NEU-DET\train\images\patches\patches_35.jpg,C:\NEU-DET\crops\train\patches\patches_35_obj01_patches.jpg,141,29,183,73,136,24,188,78,52,54
train,patches_35.jpg,2,patches,C:\NEU-DET\train\images\patches\patches_35.jpg,C:\NEU-DET\crops\train\patches\patches_35_obj02_patches.jpg,51,109,100,199,46,104,105,200,59,96
train,patches_36.jpg,0,patches,C:\NEU-DET\train\images\patches\patches_36.jpg,C:\NEU-DET\crops\train\patches\patches_36_obj00_patches.jpg,16,101,70,135,11,96,75,140,64,44
train,patches_36.jpg,1,patches,C:\NEU-DET\train\images\patches\patches_36.jpg,C:\NEU-DET\crops\train\patches\patches_36_obj01_patches.jpg,109,5,164,199,104,0,169,200,65,200
train,patches_37.jpg,0,patches,C:\NEU-DET\train\images\patches\patches_37.jpg,C:\NEU-DET\crops\train\patches\patches_37_obj00_patches.jpg,49,110,114,157,44,105,119,162,75,57
train,patches_37.jpg,1,patches,C:\NEU-DET\train\images\patches\patches_37.jpg,C:\NEU-DET\crops\train\patches\patches_37_obj01_patches.jpg,63,167,96,200,58,162,101,200,43,38
train,patches_38.jpg,0,patches,C:\NEU-DET\train\images\patches\patches_38.jpg,C:\NEU-DET\crops\train\patches\patches_38_obj00_patches.jpg,11,1,67,198,6,0,72,200,66,200
train,patches_38.jpg,1,patches,C:\NEU-DET\train\images\patches\patches_38.jpg,C:\NEU-DET\crops\train\patches\patches_38_obj01_patches.jpg,132,108,196,159,127,103,200,164,73,61
train,patches_38.jpg,2,patches,C:\NEU-DET\train\images\patches\patches_38.jpg,C:\NEU-DET\crops\train\patches\patches_38_obj02_patches.jpg,145,155,183,200,140,150,188,200,48,50
train,patches_39.jpg,0,patches,C:\NEU-DET\train\images\patches\patches_39.jpg,C:\NEU-DET\crops\train\patches\patches_39_obj00_patches.jpg,68,47,107,97,63,42,112,102,49,60
train,patches_4.jpg,0,patches,C:\NEU-DET\train\images\patches\patches_4.jpg,C:\NEU-DET\crops\train\patches\patches_4_obj00_patches.jpg,93,36,137,83,88,31,142,88,54,57
train,patches_4.jpg,1,patches,C:\NEU-DET\train\images\patches\patches_4.jpg,C:\NEU-DET\crops\train\patches\patches_4_obj01_patches.jpg,118,92,165,158,113,87,170,163,57,76
train,patches_40.jpg,0,patches,C:\NEU-DET\train\images\patches\patches_40.jpg,C:\NEU-DET\crops\train\patches\patches_40_obj00_patches.jpg,14,79,55,167,9,74,60,172,51,98
train,patches_40.jpg,1,patches,C:\NEU-DET\train\images\patches\patches_40.jpg,C:\NEU-DET\crops\train\patches\patches_40_obj01_patches.jpg,128,107,187,160,123,102,192,165,69,63
train,patches_41.jpg,0,patches,C:\NEU-DET\train\images\patches\patches_41.jpg,C:\NEU-DET\crops\train\patches\patches_41_obj00_patches.jpg,18,40,57,81,13,35,62,86,49,51
train,patches_41.jpg,1,patches,C:\NEU-DET\train\images\patches\patches_41.jpg,C:\NEU-DET\crops\train\patches\patches_41_obj01_patches.jpg,33,118,77,192,28,113,82,197,54,84
train,patches_42.jpg,0,patches,C:\NEU-DET\train\images\patches\patches_42.jpg,C:\NEU-DET\crops\train\patches\patches_42_obj00_patches.jpg,90,7,129,60,85,2,134,65,49,63
train,patches_42.jpg,1,patches,C:\NEU-DET\train\images\patches\patches_42.jpg,C:\NEU-DET\crops\train\patches\patches_42_obj01_patches.jpg,65,69,144,193,60,64,149,198,89,134
train,patches_43.jpg,0,patches,C:\NEU-DET\train\images\patches\patches_43.jpg,C:\NEU-DET\crops\train\patches\patches_43_obj00_patches.jpg,70,88,128,186,65,83,133,191,68,108
train,patches_43.jpg,1,patches,C:\NEU-DET\train\images\patches\patches_43.jpg,C:\NEU-DET\crops\train\patches\patches_43_obj01_patches.jpg,61,32,113,93,56,27,118,98,62,71
train,patches_44.jpg,0,patches,C:\NEU-DET\train\images\patches\patches_44.jpg,C:\NEU-DET\crops\train\patches\patches_44_obj00_patches.jpg,70,100,128,159,65,95,133,164,68,69
train,patches_45.jpg,0,patches,C:\NEU-DET\train\images\patches\patches_45.jpg,C:\NEU-DET\crops\train\patches\patches_45_obj00_patches.jpg,1,56,41,138,0,51,46,143,46,92
train,patches_45.jpg,1,patches,C:\NEU-DET\train\images\patches\patches_45.jpg,C:\NEU-DET\crops\train\patches\patches_45_obj01_patches.jpg,1,1,24,50,0,0,29,55,29,55
train,patches_45.jpg,2,patches,C:\NEU-DET\train\images\patches\patches_45.jpg,C:\NEU-DET\crops\train\patches\patches_45_obj02_patches.jpg,153,71,178,120,148,66,183,125,35,59
train,patches_45.jpg,3,patches,C:\NEU-DET\train\images\patches\patches_45.jpg,C:\NEU-DET\crops\train\patches\patches_45_obj03_patches.jpg,136,159,170,199,131,154,175,200,44,46
train,patches_46.jpg,0,patches,C:\NEU-DET\train\images\patches\patches_46.jpg,C:\NEU-DET\crops\train\patches\patches_46_obj00_patches.jpg,69,91,125,187,64,86,130,192,66,106
train,patches_46.jpg,1,patches,C:\NEU-DET\train\images\patches\patches_46.jpg,C:\NEU-DET\crops\train\patches\patches_46_obj01_patches.jpg,85,2,134,84,80,0,139,89,59,89
train,patches_46.jpg,2,patches,C:\NEU-DET\train\images\patches\patches_46.jpg,C:\NEU-DET\crops\train\patches\patches_46_obj02_patches.jpg,145,29,177,79,140,24,182,84,42,60
train,patches_47.jpg,0,patches,C:\NEU-DET\train\images\patches\patches_47.jpg,C:\NEU-DET\crops\train\patches\patches_47_obj00_patches.jpg,27,34,98,138,22,29,103,143,81,114
train,patches_47.jpg,1,patches,C:\NEU-DET\train\images\patches\patches_47.jpg,C:\NEU-DET\crops\train\patches\patches_47_obj01_patches.jpg,105,24,191,114,100,19,196,119,96,100
train,patches_47.jpg,2,patches,C:\NEU-DET\train\images\patches\patches_47.jpg,C:\NEU-DET\crops\train\patches\patches_47_obj02_patches.jpg,104,130,144,189,99,125,149,194,50,69
train,patches_48.jpg,0,patches,C:\NEU-DET\train\images\patches\patches_48.jpg,C:\NEU-DET\crops\train\patches\patches_48_obj00_patches.jpg,70,43,122,122,65,38,127,127,62,89
train,patches_48.jpg,1,patches,C:\NEU-DET\train\images\patches\patches_48.jpg,C:\NEU-DET\crops\train\patches\patches_48_obj01_patches.jpg,1,1,33,24,0,0,38,29,38,29
train,patches_49.jpg,0,patches,C:\NEU-DET\train\images\patches\patches_49.jpg,C:\NEU-DET\crops\train\patches\patches_49_obj00_patches.jpg,11,2,49,58,6,0,54,63,48,63
train,patches_49.jpg,1,patches,C:\NEU-DET\train\images\patches\patches_49.jpg,C:\NEU-DET\crops\train\patches\patches_49_obj01_patches.jpg,6,142,56,200,1,137,61,200,60,63
train,patches_49.jpg,2,patches,C:\NEU-DET\train\images\patches\patches_49.jpg,C:\NEU-DET\crops\train\patches\patches_49_obj02_patches.jpg,136,1,198,126,131,0,200,131,69,131
train,patches_5.jpg,0,patches,C:\NEU-DET\train\images\patches\patches_5.jpg,C:\NEU-DET\crops\train\patches\patches_5_obj00_patches.jpg,33,1,94,155,28,0,99,160,71,160
train,patches_5.jpg,1,patches,C:\NEU-DET\train\images\patches\patches_5.jpg,C:\NEU-DET\crops\train\patches\patches_5_obj01_patches.jpg,115,65,163,194,110,60,168,199,58,139
train,patches_5.jpg,2,patches,C:\NEU-DET\train\images\patches\patches_5.jpg,C:\NEU-DET\crops\train\patches\patches_5_obj02_patches.jpg,118,1,200,34,113,0,200,39,87,39
train,patches_50.jpg,0,patches,C:\NEU-DET\train\images\patches\patches_50.jpg,C:\NEU-DET\crops\train\patches\patches_50_obj00_patches.jpg,61,2,106,58,56,0,111,63,55,63
train,patches_50.jpg,1,patches,C:\NEU-DET\train\images\patches\patches_50.jpg,C:\NEU-DET\crops\train\patches\patches_50_obj01_patches.jpg,80,125,119,178,75,120,124,183,49,63
train,patches_51.jpg,0,patches,C:\NEU-DET\train\images\patches\patches_51.jpg,C:\NEU-DET\crops\train\patches\patches_51_obj00_patches.jpg,60,59,124,139,55,54,129,144,74,90
train,patches_52.jpg,0,patches,C:\NEU-DET\train\images\patches\patches_52.jpg,C:\NEU-DET\crops\train\patches\patches_52_obj00_patches.jpg,47,12,138,184,42,7,143,189,101,182
train,patches_53.jpg,0,patches,C:\NEU-DET\train\images\patches\patches_53.jpg,C:\NEU-DET\crops\train\patches\patches_53_obj00_patches.jpg,28,10,67,59,23,5,72,64,49,59
train,patches_53.jpg,1,patches,C:\NEU-DET\train\images\patches\patches_53.jpg,C:\NEU-DET\crops\train\patches\patches_53_obj01_patches.jpg,12,102,86,200,7,97,91,200,84,103
train,patches_53.jpg,2,patches,C:\NEU-DET\train\images\patches\patches_53.jpg,C:\NEU-DET\crops\train\patches\patches_53_obj02_patches.jpg,138,74,200,157,133,69,200,162,67,93
train,patches_54.jpg,0,patches,C:\NEU-DET\train\images\patches\patches_54.jpg,C:\NEU-DET\crops\train\patches\patches_54_obj00_patches.jpg,89,18,150,120,84,13,155,125,71,112
train,patches_55.jpg,0,patches,C:\NEU-DET\train\images\patches\patches_55.jpg,C:\NEU-DET\crops\train\patches\patches_55_obj00_patches.jpg,26,80,69,122,21,75,74,127,53,52
train,patches_55.jpg,1,patches,C:\NEU-DET\train\images\patches\patches_55.jpg,C:\NEU-DET\crops\train\patches\patches_55_obj01_patches.jpg,78,27,148,163,73,22,153,168,80,146
train,patches_56.jpg,0,patches,C:\NEU-DET\train\images\patches\patches_56.jpg,C:\NEU-DET\crops\train\patches\patches_56_obj00_patches.jpg,31,67,105,96,26,62,110,101,84,39
train,patches_56.jpg,1,patches,C:\NEU-DET\train\images\patches\patches_56.jpg,C:\NEU-DET\crops\train\patches\patches_56_obj01_patches.jpg,34,101,66,129,29,96,71,134,42,38
train,patches_56.jpg,2,patches,C:\NEU-DET\train\images\patches\patches_56.jpg,C:\NEU-DET\crops\train\patches\patches_56_obj02_patches.jpg,117,99,142,124,112,94,147,129,35,35
train,patches_56.jpg,3,patches,C:\NEU-DET\train\images\patches\patches_56.jpg,C:\NEU-DET\crops\train\patches\patches_56_obj03_patches.jpg,160,82,200,144,155,77,200,149,45,72
train,patches_57.jpg,0,patches,C:\NEU-DET\train\images\patches\patches_57.jpg,C:\NEU-DET\crops\train\patches\patches_57_obj00_patches.jpg,87,15,129,148,82,10,134,153,52,143
train,patches_57.jpg,1,patches,C:\NEU-DET\train\images\patches\patches_57.jpg,C:\NEU-DET\crops\train\patches\patches_57_obj01_patches.jpg,82,154,132,200,77,149,137,200,60,51
train,patches_58.jpg,0,patches,C:\NEU-DET\train\images\patches\patches_58.jpg,C:\NEU-DET\crops\train\patches\patches_58_obj00_patches.jpg,22,14,60,110,17,9,65,115,48,106
